"Monetary_score","Total_quantity","recency_score","days_customer","churn"
566.4,16,49,58,"1"
578,10,35,58,"1"
600,19,15,58,"0"
746,12,38,58,"1"
425,5,34,57,"1"
334.4,16,42,57,"1"
1530,49,7,57,"0"
1115,13,14,57,"0"
480,16,52,56,"0"
530,6,41,56,"1"
475,10,43,56,"1"
1942.2,72,7,56,"0"
1015,15,36,55,"0"
1080,14,14,55,"0"
360,10,30,52,"0"
396,16,29,52,"0"
360,10,29,52,"0"
360,10,35,52,"0"
2160,62,38,52,"0"
925,13,42,52,"1"
7378.8,302,29,51,"0"
10849.9,309,6,51,"0"
663.63,9,13,51,"1"
202.8,10,34,51,"0"
264,10,20,23,"1"
1082.4,56,10,23,"0"
360,10,10,22,"1"
1468.8,66,0,22,"0"
546,18,10,43,"0"
446.4,18,36,43,"0"
816.4,13,3,43,"0"
1095,22,1,42,"0"
180,10,8,42,"0"
525,5,29,41,"1"
585,7,15,41,"1"
921,22,0,41,"0"
1330.8,58,21,41,"0"
482.4,18,8,27,"0"
225.6,11,7,27,"0"
972,45,5,24,"0"
369.6,18,0,23,"0"
355.2,19,13,23,"0"
268.8,28,3,22,"0"
412.8,32,16,22,"0"
300,3,9,22,"0"
252,20,7,20,"1"
367.2,36,20,30,"1"
451.2,30,20,29,"0"
572.4,25,6,28,"0"
421.2,16,20,28,"0"
751.2,32,8,27,"0"
376.8,18,22,25,"0"
213.6,20,10,24,"0"
456,20,8,31,"0"
390,7,6,28,"0"
888,15,8,46,"0"
945,11,14,44,"0"
590,8,35,44,"0"
194.4,8,21,42,"1"
480,16,14,42,"1"
180,10,30,42,"0"
240,10,24,42,"1"
316.8,10,31,38,"0"
360,10,28,37,"0"
1550,18,6,16,"0"
901.2,33,9,34,"0"
720,8,15,31,"0"
324,16,2,31,"0"
309.6,10,26,31,"0"
375,5,21,31,"0"
220.8,9,31,42,"0"
798,16,10,41,"1"
540,16,6,41,"0"
700,10,8,38,"0"
1400.4,32,6,38,"0"
360,36,21,37,"0"
971.2,22,2,37,"0"
468,14,13,37,"0"
417.6,20,43,49,"0"
733.2,65,35,49,"0"
832.8,25,8,48,"0"
1283.4,20,23,48,"0"
240,10,27,45,"0"
638.4,18,0,45,"1"
330,6,27,44,"0"
835,12,10,44,"0"
234,24,7,42,"0"
510,40,3,42,"0"
514.8,48,10,41,"0"
640,8,1,13,"0"
445,8,23,42,"0"
360,18,3,41,"1"
192,10,35,41,"0"
8744.84,185,1,37,"0"
180,10,21,37,"0"
493,10,14,34,"0"
1062,50,13,31,"0"
816,31,29,31,"0"
213.6,10,7,31,"0"
297.6,12,15,30,"0"
190,15,13,28,"1"
105,1,13,42,"0"
1198,19,3,41,"0"
4119.2,142,0,41,"0"
845,11,28,38,"0"
620,8,15,38,"0"
679.2,36,2,38,"0"
3036.8,92,9,38,"0"
475,6,16,35,"0"
716.4,21,6,35,"0"
610,6,15,35,"0"
627.6,28,16,31,"0"
845,26,20,29,"0"
370,4,14,27,"1"
1522.75,38,0,51,"0"
645,8,31,51,"0"
525,5,31,50,"1"
2410,33,2,49,"0"
405.6,10,22,49,"0"
207,5,21,48,"0"
595,8,28,48,"1"
1080,30,0,48,"0"
393.6,20,9,48,"0"
333.6,16,15,46,"0"
492,24,1,8,"0"
190.8,20,0,8,"1"
505.2,35,0,7,"0"
360,10,6,7,"1"
108,6,35,41,"1"
1166.4,52,2,41,"0"
820,12,15,38,"0"
705,10,28,36,"0"
1707,56,3,36,"0"
302.4,17,23,36,"0"
1015,13,10,35,"0"
100.8,4,14,52,"0"
486,20,3,52,"0"
738,20,21,51,"0"
788.4,42,2,51,"1"
230.4,12,49,51,"1"
590,8,35,50,"1"
3130,48,5,50,"0"
740,8,10,49,"0"
3211,87,13,48,"0"
1111.2,32,20,48,"0"
278.4,18,6,22,"0"
1438.8,93,15,20,"1"
384,20,6,14,"0"
105,1,14,14,"1"
348,15,9,14,"0"
580,8,21,31,"1"
2721.2,48,2,31,"0"
360,14,22,30,"0"
734.8,20,1,30,"0"
710,10,7,30,"0"
565,7,13,29,"1"
402,13,20,28,"0"
72,2,3,27,"0"
360,10,15,27,"0"
718.8,18,20,27,"0"
395,7,3,27,"0"
306,10,1,13,"1"
337.2,10,22,34,"0"
349.2,11,15,34,"0"
835.2,31,2,41,"0"
192,20,28,38,"0"
1075,14,6,38,"0"
850,10,13,37,"0"
205.2,13,21,37,"0"
818.4,23,19,36,"0"
1430,20,0,36,"0"
835,11,9,35,"0"
258,8,0,23,"0"
4860,276,3,15,"0"
360,20,0,16,"0"
446.4,24,6,16,"0"
360,18,20,28,"0"
375,6,21,23,"0"
781.2,28,24,50,"0"
786,23,7,49,"0"
585,7,35,49,"0"
360,10,29,49,"1"
1430,16,1,49,"0"
909,13,31,49,"1"
1010.29,18,0,49,"0"
180,10,34,49,"0"
360,10,37,48,"1"
480,7,16,48,"1"
588,20,15,48,"0"
705,21,24,48,"0"
648,17,30,48,"0"
790,10,35,45,"1"
278.4,8,35,45,"1"
440,18,24,44,"1"
1321,28,2,44,"0"
530,6,35,44,"1"
926.4,42,10,35,"0"
632,16,14,35,"1"
366,10,13,34,"0"
180,10,1,34,"0"
1375,25,27,31,"0"
969.6,28,0,29,"0"
504,14,13,28,"1"
654,18,9,27,"0"
362.4,17,36,38,"0"
216,11,3,36,"0"
595,7,7,35,"0"
440.4,20,6,35,"0"
408,17,2,34,"0"
520,7,29,34,"0"
2255,29,8,31,"0"
705,9,13,31,"0"
305.2,30,13,31,"0"
2283.6,100,2,31,"0"
343.2,15,27,30,"1"
324,9,21,29,"0"
337.2,17,13,29,"0"
2023,31,0,45,"0"
361.58,7,27,45,"0"
732,26,16,45,"0"
855.6,29,13,45,"0"
1246.4,19,6,45,"0"
2076,205,6,44,"0"
2772,152,13,44,"0"
720,27,14,44,"0"
645,8,29,44,"0"
920,12,29,44,"0"
1269.6,53,8,44,"0"
312,10,10,43,"0"
1201,23,22,43,"0"
2980,36,1,43,"0"
375,3,8,43,"0"
1400,18,7,42,"0"
870,13,7,42,"0"
710,10,28,42,"0"
5358.6,62,3,42,"0"
36,2,7,42,"1"
1620,20,1,41,"0"
1361.8,24,10,41,"0"
25540.8,1111,0,41,"0"
604.8,21,6,41,"0"
790,9,20,23,"0"
308.4,13,16,35,"0"
590,8,29,35,"0"
710,10,22,34,"0"
540,15,21,31,"0"
392.4,17,14,29,"0"
180,10,20,28,"0"
864,48,23,28,"0"
456,12,34,44,"0"
944.2,18,8,44,"0"
188.4,10,34,43,"0"
1518.6,54,0,43,"0"
480,6,3,42,"1"
480,6,23,42,"1"
480,6,23,42,"1"
480,11,8,42,"1"
733.2,20,16,42,"1"
480,6,24,41,"1"
410,5,8,41,"0"
868.6,19,24,38,"0"
775,11,24,29,"0"
762,19,16,28,"0"
240,4,16,28,"0"
1839,34,22,27,"0"
444,13,10,27,"0"
12510,459,13,24,"1"
500.4,15,10,23,"0"
1043.4,14,13,23,"0"
695.4,24,6,22,"0"
386.4,19,1,14,"0"
1192,22,7,34,"0"
1162,23,22,34,"0"
1026.8,17,1,31,"0"
1495,19,9,30,"0"
355.8,5,22,30,"0"
7738.8,365,20,29,"1"
386.4,10,15,28,"0"
330,10,10,28,"0"
1008,20,21,28,"0"
504,10,20,28,"1"
973.2,34,13,27,"0"
180,5,13,28,"0"
670.4,14,22,27,"0"
260,13,8,27,"0"
920,17,0,24,"0"
504,21,0,23,"0"
12428.4,508,2,22,"0"
648,24,2,22,"0"
1000.8,40,15,22,"0"
590,8,14,21,"1"
180,5,13,21,"0"
433.2,19,7,13,"1"
2337.6,28,1,13,"0"
180,10,0,10,"1"
420,13,0,20,"0"
454,23,6,15,"0"
235.2,10,7,20,"1"
994.8,43,1,20,"0"
270,15,10,16,"0"
540,15,35,41,"1"
2358,65,1,38,"0"
198,10,15,38,"0"
642,26,21,38,"0"
1170,23,0,38,"0"
740,10,16,38,"0"
115,2,23,38,"0"
645,8,0,37,"0"
360,10,34,37,"0"
504,10,9,37,"1"
420,14,15,36,"0"
689,16,6,35,"0"
466.8,13,20,35,"0"
1390,32,0,35,"0"
306,13,13,35,"0"
660,8,22,34,"0"
292,6,27,34,"0"
360,10,22,34,"0"
1475,23,1,34,"0"
1185.6,67,28,31,"1"
412.8,10,20,31,"0"
2381.4,61,0,31,"0"
1070.4,17,15,31,"0"
340.8,10,13,43,"0"
396,11,34,42,"0"
530,6,29,42,"1"
1152,17,14,42,"0"
1770,24,0,42,"0"
648,21,3,39,"0"
595,8,0,39,"0"
635,8,21,38,"0"
438,12,22,38,"0"
654,10,28,38,"0"
686.4,23,14,37,"0"
2940,83,0,37,"0"
810,9,10,36,"1"
739,10,28,36,"1"
390,7,6,36,"0"
518.4,11,29,35,"1"
705,20,15,35,"0"
4718,70,1,35,"0"
1712.8,28,8,35,"0"
288,10,29,34,"1"
357.6,10,23,34,"0"
1099,18,16,34,"1"
1104,26,1,16,"0"
920,18,0,13,"0"
1667.2,91,0,13,"0"
835,9,30,38,"1"
410.4,21,30,38,"1"
372,10,22,37,"0"
480,6,15,36,"1"
576,32,1,36,"0"
1317,43,6,35,"0"
775,11,24,35,"1"
612,34,8,34,"0"
1869.2,37,1,27,"0"
1674,59,2,24,"0"
1154.6,27,0,23,"0"
1496.4,64,2,22,"1"
535,7,8,20,"0"
721.2,35,6,35,"1"
2020,26,28,34,"0"
1206.8,37,20,34,"0"
630,31,2,34,"0"
244.8,19,3,31,"0"
684,19,6,31,"0"
565,7,0,30,"0"
627.6,30,16,30,"0"
1080,30,10,28,"0"
560,6,14,28,"0"
5932.8,212,14,28,"1"
920,11,15,27,"0"
1632,144,6,27,"0"
212.4,22,7,27,"0"
965,10,21,27,"0"
252,20,21,27,"0"
596.4,46,0,27,"0"
254.4,14,1,14,"0"
360,18,20,27,"0"
1411.2,28,7,27,"0"
640,8,8,24,"0"
648,23,10,24,"0"
2341,35,1,22,"0"
504,10,6,21,"0"
282,12,3,21,"0"
349.2,11,14,20,"0"
1557.6,53,9,16,"0"
950,11,8,15,"0"
343.2,10,0,15,"0"
868.2,21,3,7,"0"
625,9,0,7,"0"
367.2,16,0,24,"0"
234,11,7,23,"0"
1090,13,8,22,"1"
753,40,6,22,"0"
362.4,10,1,20,"0"
412.2,16,2,16,"0"
1296,101,9,16,"0"
3600,108,0,10,"0"
1750,29,1,10,"0"
255.6,10,2,15,"1"
264,10,1,14,"0"
355.2,16,1,13,"0"
810,45,8,13,"0"
394.8,23,0,16,"0"
265,3,0,15,"0"
855,23,0,15,"0"
514.8,26,8,13,"0"
1654.8,48,0,30,"0"
13418.2,325,3,28,"0"
342,12,0,27,"0"
590.4,15,16,27,"1"
2304,128,2,24,"0"
948.4,15,10,24,"0"
980,14,10,24,"0"
760,11,13,24,"0"
645,12,7,24,"0"
642,19,1,23,"0"
425,5,7,31,"0"
760,10,0,31,"0"
1145.4,35,20,31,"0"
651,22,7,31,"0"
740,8,20,30,"0"
366,10,8,30,"0"
655,15,16,30,"0"
897,16,16,29,"0"
1514,29,21,29,"0"
320,32,14,29,"0"
380,6,7,28,"0"
1905.6,60,1,28,"0"
478,17,6,28,"0"
1093.2,30,20,28,"0"
1016,19,13,28,"0"
345.6,11,13,28,"0"
752,12,15,28,"0"
455,8,16,28,"0"
702,21,3,28,"0"
900,50,14,20,"0"
635,8,10,20,"0"
762,34,0,14,"0"
950,12,6,10,"0"
360,10,15,30,"1"
295.2,15,10,30,"0"
342,19,7,30,"0"
391.2,11,7,29,"0"
126,7,7,27,"0"
546,13,20,27,"1"
953.4,12,3,15,"0"
250,2,1,7,"0"
122.5,10,22,1,"0"
302.4,10,2,20,"0"
379.2,16,8,20,"0"
860,12,9,14,"0"
180,10,0,10,"0"
970,12,2,13,"0"
386.4,12,7,13,"0"
208.8,9,3,13,"0"
1020,19,16,27,"0"
1394.4,41,16,24,"0"
992,18,20,24,"1"
220.8,10,14,24,"0"
1235,11,6,24,"0"
1637.4,53,0,23,"0"
700,9,0,23,"0"
530,6,0,22,"0"
396,12,8,22,"0"
210,2,7,22,"0"
291.6,10,6,21,"0"
300,10,7,21,"0"
2860,38,0,21,"0"
450,16,3,20,"0"
480,20,0,1,"0"
1085,33,0,22,"0"
3085,233,0,22,"0"
760,10,6,22,"0"
540,14,6,20,"0"
432,19,6,20,"0"
1638,89,13,17,"0"
1375,21,0,16,"0"
226.8,10,0,7,"0"
725,9,6,7,"0"
270,10,1,10,"0"
313.2,12,8,23,"0"
160,7,6,23,"0"
885,12,2,22,"0"
1345,19,1,22,"0"
740,9,14,21,"0"
595,8,2,20,"1"
360,10,6,20,"0"
690,27,2,20,"0"
226.8,18,0,10,"0"
894.6,20,6,14,"0"
172.8,10,3,14,"1"
1490.4,72,1,14,"0"
660,10,3,14,"0"
180,10,13,15,"0"
756,20,7,15,"0"
2124,72,0,15,"0"
3688,66,0,14,"0"
325.8,10,1,8,"0"
1080,30,0,8,"0"
238.2,8,6,14,"0"
427.2,15,0,13,"0"
720,8,2,10,"0"
408,13,2,9,"0"
687,14,1,9,"0"
480,6,0,14,"0"
935,15,6,14,"0"
590,8,1,13,"0"
325,4,8,13,"0"
380.4,10,0,13,"0"
927,16,0,13,"0"
640,8,1,10,"0"
427.2,15,6,10,"0"
372,16,6,10,"0"
792.4,12,1,10,"0"
522,38,7,10,"0"
807,17,6,8,"0"
913.2,21,1,10,"0"
372,17,1,9,"1"
690,8,0,8,"0"
240,10,0,6,"0"
775,9,2,9,"0"
267.6,13,2,9,"0"
680.4,19,0,8,"0"
998.4,91,2,9,"0"
230,4,0,9,"0"
4304,216,5,9,"0"
360,10,6,9,"0"
900.4,32,0,8,"0"
1530,85,1,7,"0"
0,2,0,6,"0"
360,10,0,9,"1"
370.8,19,3,7,"0"
306,30,0,6,"1"
804.4,21,0,6,"0"
254.4,10,0,7,"0"
930,15,0,7,"0"
257.25,21,3,1,"0"
796.25,65,57,1,"1"
3190.6,158,1,4000,"0"
3878.8,187,3,3997,"0"
24361.4,1086,0,3990,"0"
9719.6,319,13,7764,"0"
35265.6,909,3,3997,"0"
23215.4,657,7,7722,"0"
504946,18376,2,3989,"0"
1266,72,2,3989,"0"
2025,115,7,3982,"0"
44603.6,1891,1,3997,"0"
5465.2,293,2,4000,"0"
47895,590,0,3999,"0"
2859,155,0,3997,"0"
3565,63,22,3992,"0"
18026.6,973,2,4000,"0"
11824.8,627,20,3997,"0"
63564,778,8,4007,"0"
12220,166,7,4007,"0"
57422.68,3153,3,4004,"0"
592,60,31,4006,"0"
7635,123,20,4006,"0"
33080.6,1898,2,4006,"0"
28854,1391,14,4005,"0"
2664,96,14,4006,"0"
8281.2,253,29,4006,"0"
4211,151,9,4006,"0"
5184,265,42,3982,"1"
897,51,45,9248,"0"
1720.8,92,37,9248,"0"
1494.6,85,31,9248,"0"
2656,75,0,4005,"0"
8850,510,0,3997,"0"
27685.61,450,9,4003,"0"
53553.58,1261,6,4003,"0"
6141,351,43,9248,"0"
180389,6568,3,8637,"0"
2319,110,38,4006,"0"
2342.8,125,12,4006,"0"
3577,204,10,4007,"0"
15790.6,532,9,4005,"0"
8886.4,241,27,8186,"0"
15600,217,0,4006,"0"
33825.4,1497,9,4006,"0"
1519,86,45,9248,"0"
5503.2,301,14,9248,"0"
2385,45,16,4005,"0"
884.88,78,35,4004,"0"
10586.4,482,23,4003,"0"
10760,234,8,9363,"0"
3568,159,27,9363,"0"
2433,139,33,8807,"0"
13058,373,14,4003,"0"
2982.4,131,3,9363,"0"
980,24,0,4012,"0"
18597.6,794,20,4012,"0"
55988,2104,3,9363,"0"
2352.2,132,16,4013,"0"
5305,67,44,4013,"0"
12750.2,1340,27,4010,"0"
1688,96,51,4011,"0"
80909.75,3338,1,4011,"0"
3478,152,13,4010,"0"
1740,86,10,3968,"1"
5242.8,176,0,4013,"0"
2858.74,72,43,4014,"0"
2378,106,31,4013,"0"
4210,60,7,4012,"0"
3852,221,1,9276,"0"
2612.8,145,23,9276,"0"
1920,110,35,4004,"0"
4494,226,44,4014,"0"
23615,284,10,4011,"0"
1760,100,31,9276,"0"
3252,186,3,9276,"0"
9696.6,515,44,9276,"0"
5672,258,20,9276,"0"
12001.8,354,10,9276,"0"
11800.9,473,8,4020,"0"
4388,255,14,4019,"0"
6143.8,353,1,4018,"0"
2213,99,36,8861,"0"
7447,337,22,4021,"0"
10952,501,51,4021,"0"
34509.4,1888,8,4019,"0"
4370,73,35,4018,"0"
2552,146,45,9276,"0"
2788,123,29,9276,"0"
13801.8,702,1,4019,"0"
9920,135,22,4017,"0"
9353.6,493,3,4017,"0"
14319.6,714,9,4017,"0"
754.4,73,21,4004,"0"
1502.6,127,3,4004,"0"
6436.2,748,9,4004,"0"
3290,41,43,4019,"0"
5667.2,411,30,3947,"0"
8813.6,339,20,4021,"0"
18176.2,601,2,4021,"0"
1333,75,9,4010,"0"
35761,1535,6,4020,"0"
9820,115,0,4018,"0"
1270,64,24,4021,"1"
22298,1146,20,4019,"0"
2800,160,30,4020,"0"
40518,801,6,4019,"0"
8854,95,30,4020,"0"
7246.8,370,9,4019,"0"
4805,65,52,4020,"0"
2478,141,15,4017,"0"
5146,147,30,4017,"0"
980,51,21,9155,"0"
720,30,36,9155,"0"
1284,73,22,4028,"0"
5570.8,170,29,3990,"0"
9756,257,9,4025,"0"
2275.58,102,51,4028,"0"
17264.44,749,16,4027,"0"
2049.44,39,44,4027,"0"
10229,387,6,4028,"0"
2855,40,6,4025,"0"
21888.45,1119,1,4025,"0"
33750,1966,10,4026,"0"
35365.54,810,15,4028,"0"
1353.4,145,27,4032,"0"
5507.8,575,59,4011,"0"
880,50,35,4000,"0"
18172.6,655,13,3955,"0"
122338.4,6879,14,10186,"0"
29583,857,1,10186,"0"
110973,2773,0,10186,"0"
18316,519,15,10186,"0"
18208.6,238,20,4032,"0"
33546,976,1,4034,"0"
53167.2,1464,6,4034,"0"
20064,750,9,4024,"0"
6900,395,3,4018,"0"
7322.6,402,28,4032,"0"
4342,251,58,10186,"0"
7292,354,38,3992,"0"
18036,594,10,4032,"0"
2921,166,21,4024,"0"
17528.01,430,3,4034,"0"
2206,107,8,10186,"0"
3472,186,24,8743,"0"
6462,335,28,10186,"0"
7099.6,286,20,4032,"0"
10179.6,550,0,10186,"0"
3336,139,23,10186,"0"
1146,65,21,3964,"0"
3456.4,172,30,4033,"0"
1040,17,9,4033,"1"
1971,114,20,4034,"0"
7723.56,155,7,4034,"0"
49977.2,1509,29,10186,"0"
2836,83,43,4025,"1"
981.2,107,31,4033,"0"
3660,50,35,4033,"0"
215184.6,9994,1,10186,"0"
1297,53,57,4032,"0"
7584,220,2,9424,"0"
21995,673,0,9424,"0"
2544,73,29,9424,"0"
2596.8,92,14,9424,"1"
6982,191,21,9424,"0"
1926,109,22,9424,"0"
2295,64,8,9424,"0"
1684.2,88,29,9424,"0"
4555.6,246,3,4042,"0"
631,12,6,3993,"1"
4034.2,188,16,3648,"0"
26061.36,1217,7,4039,"0"
7877,458,23,4041,"0"
2830,84,37,4039,"0"
4085,235,38,4039,"0"
21072,744,1,4042,"0"
2396,108,44,4041,"0"
194576.7,7401,0,3992,"0"
12509.6,399,15,4042,"0"
1139.63,39,48,4041,"1"
71019.95,2726,6,4041,"0"
18200,200,13,4041,"0"
27690.4,988,28,4040,"0"
2764,158,16,4042,"0"
14992,565,22,4042,"0"
3269,72,36,4041,"0"
4890,48,0,4042,"0"
4897.4,70,44,4038,"0"
7499,430,2,4041,"0"
1397,84,27,4041,"0"
76645,842,3,4039,"0"
219,11,37,9155,"0"
4161,178,43,9155,"0"
4099,231,28,9155,"0"
2280,130,1,9155,"0"
5585,326,28,8191,"0"
9411.69,162,9,9155,"0"
8081,231,21,4048,"0"
342612.6,11075,1,4047,"0"
22883.8,883,3,9390,"0"
20430.8,609,15,9390,"0"
962,31,58,9390,"0"
13184,350,10,9390,"0"
11339.11,245,0,4046,"0"
2479.4,141,21,4049,"0"
2116,99,7,4047,"0"
18724,526,34,9390,"0"
7949,454,21,4046,"0"
11541.6,537,2,4004,"0"
7413,344,57,4045,"0"
6950.8,420,56,4048,"0"
73710.6,4119,1,4046,"0"
243219.2,10787,0,4046,"0"
26582,1441,6,9390,"0"
7354,200,36,8497,"0"
16529.6,480,1,9390,"0"
3873,127,3,9390,"0"
30040.96,811,0,9390,"0"
5794,190,2,4049,"0"
3780.6,304,22,4042,"0"
1648.03,38,36,4048,"0"
3684,120,14,4047,"0"
7028,190,3,9390,"0"
432,24,20,4047,"0"
538,31,1,4046,"0"
43324.4,1425,9,4047,"0"
9692,128,50,4047,"0"
1795,27,42,4045,"0"
5002,288,3,4048,"0"
2812,155,8,4048,"0"
3589.6,202,24,9390,"0"
4006,228,2,9390,"0"
9734.2,275,6,9390,"0"
4393.6,150,29,9390,"0"
3951,225,22,4055,"0"
9419,375,15,9390,"0"
838.4,53,21,4052,"0"
17325,968,16,3982,"0"
18990,543,1,4052,"0"
2746,158,28,8886,"0"
9994,798,7,4055,"0"
16930.6,1310,0,4055,"0"
200,20,6,4056,"1"
7516,211,1,9390,"0"
1039,59,44,9390,"0"
7138,211,31,9390,"0"
2241,122,52,8708,"0"
18134,517,0,9390,"0"
11785.2,349,7,9390,"0"
26895,344,7,4055,"0"
15358,175,13,4053,"0"
19264,859,22,3968,"0"
60245,702,2,4056,"0"
5065,56,34,4056,"0"
71736,2162,3,4055,"0"
7408.8,745,0,4052,"0"
286240.8,9138,6,4053,"0"
9946,294,13,4045,"0"
14553,831,15,9390,"0"
1736,62,2,4052,"0"
2364.6,128,22,4038,"0"
1229,71,1,4056,"0"
4091,73,0,4055,"0"
456,20,23,4055,"1"
29383,378,16,4039,"0"
51609,933,3,4056,"0"
5252.8,179,1,4055,"0"
17628.8,710,20,4024,"0"
11031,412,15,4024,"0"
3975,242,24,9390,"0"
79880,3491,1,9390,"0"
55321.7,2516,1,9390,"0"
2443.6,149,16,8667,"0"
4386,154,22,9390,"0"
3496.6,194,7,9390,"0"
12655.2,625,43,9390,"0"
12274,562,8,9390,"0"
4205,245,22,9390,"0"
16957.4,598,21,8729,"0"
2168.4,125,40,4061,"0"
9919,364,9,9390,"0"
3483,199,51,9424,"0"
3564,100,36,9424,"0"
8960,462,7,4063,"0"
190888.4,9554,1,4062,"0"
6268,355,9,9424,"0"
2199,126,37,9424,"0"
3304,94,8,9424,"0"
77960,881,2,4062,"0"
11530,414,22,4059,"0"
523,24,37,4062,"1"
7162,502,2,4063,"0"
3201,152,13,4060,"0"
5296,149,20,9395,"0"
34095.08,879,22,4062,"0"
9960,119,41,4063,"0"
30352,894,0,4061,"0"
21392.6,873,10,4063,"0"
15898.76,373,8,4054,"0"
5129.2,280,9,4054,"0"
16120,956,6,4063,"0"
10386,280,7,4063,"0"
40611,1134,2,4061,"0"
9710.4,574,3,4060,"0"
166672.2,7817,6,4059,"0"
18415.6,774,10,4059,"0"
11133.6,1098,1,4059,"0"
10961,426,29,4063,"0"
8561.6,319,14,4063,"0"
17452.4,681,0,4063,"0"
20394,678,6,4063,"0"
38974.8,1165,9,10124,"0"
4039,196,36,4061,"0"
15504,418,1,9424,"0"
14673.4,447,13,10124,"0"
13272.2,443,9,8991,"0"
3678,112,1,8337,"0"
1885.8,107,9,9424,"0"
9660.8,253,45,4062,"0"
6599.4,221,1,4060,"0"
25192.55,776,6,4060,"0"
25481.65,409,2,4060,"0"
31665.2,1743,7,4068,"0"
28777,963,10,8274,"0"
4382.4,157,3,9424,"0"
12019.8,354,8,9424,"0"
38534,1392,1,10124,"0"
4746,208,50,4070,"0"
210362.1,6886,0,4069,"0"
46826.14,1203,3,4069,"0"
8550,90,22,4068,"0"
28343,343,1,4067,"0"
68223,4045,3,4067,"0"
6592,88,1,4066,"0"
439,25,22,4070,"0"
65366,2582,2,4068,"0"
2758,79,38,4024,"0"
2760,33,36,4070,"0"
63667.8,2396,9,4068,"0"
105191.6,3236,0,4067,"0"
4043,186,26,4069,"0"
1420,142,50,4066,"0"
213860.8,6591,2,4067,"0"
7850,215,0,4069,"0"
2128.8,228,21,4069,"0"
260,36,1,4070,"0"
63689.4,2453,1,4070,"0"
55690,1939,1,4070,"0"
2830,38,31,4066,"0"
3182,167,24,9213,"0"
6607.6,265,3,9213,"0"
2700,270,34,9213,"0"
2561,146,58,9213,"0"
41518.6,1834,2,9213,"0"
3770.4,264,37,1977,"0"
1200,50,38,8821,"0"
4882.74,103,14,9213,"0"
980,20,28,9016,"0"
36576,1000,13,8886,"0"
9971,242,3,9213,"0"
8481.6,469,9,9213,"0"
20792,576,3,8876,"0"
28607.2,1329,28,9213,"0"
5045,212,13,9213,"0"
3602,103,51,9213,"0"
5968,278,9,4074,"0"
10801.2,433,16,8616,"0"
1196,68,43,9213,"0"
2587,150,21,9213,"0"
4371.8,88,49,4076,"0"
8040,104,23,4076,"0"
4522,202,24,8233,"0"
50802,1875,1,4075,"0"
21925.4,775,2,9213,"0"
4574,112,7,4074,"0"
1025,20,45,4077,"0"
61741.8,2964,3,4047,"0"
17580,1827,1,4076,"0"
19030,433,6,4073,"0"
15556,791,13,4059,"0"
10953,575,28,4077,"0"
10006,283,3,4077,"0"
13344,721,7,4073,"0"
55110.2,1731,1,4073,"0"
6328.1,86,23,4074,"0"
23646,1560,1,9213,"0"
1815.4,77,30,4077,"0"
28935,464,8,4076,"0"
12030.93,347,43,4074,"0"
7895,163,35,4074,"0"
29817.8,1044,1,4060,"0"
2208,92,2,9213,"0"
11048,314,23,9082,"0"
5744.6,184,24,9060,"0"
16635,319,7,4077,"0"
2358,88,44,4077,"0"
18202.6,238,30,4074,"0"
5853.8,260,7,4066,"0"
1581,90,0,4075,"0"
10090,124,0,4077,"0"
3868.8,66,3,4076,"0"
20733.6,289,0,4075,"0"
9671,359,0,4074,"0"
4916,157,21,4026,"0"
10640,174,21,4041,"0"
60844.4,5082,3,4039,"0"
13539,725,6,4075,"0"
22924.05,857,0,4074,"0"
9405.2,337,16,4074,"0"
23695,267,3,4073,"0"
10210,307,43,8478,"0"
12036.83,284,13,4084,"0"
1954,115,41,4084,"0"
723,31,31,4084,"0"
12224,344,20,4082,"0"
21110,222,8,4084,"0"
4300,47,27,4083,"0"
38323.6,1139,15,4084,"0"
7596,386,22,4082,"0"
19121,809,13,4080,"0"
46633,2056,15,9213,"0"
40299.61,1623,7,4081,"0"
5710,69,49,4081,"0"
29103.6,736,7,9248,"0"
8011.6,303,8,4082,"0"
1791,55,23,8806,"0"
4340,148,29,4084,"0"
2123.67,51,23,4082,"0"
26375,265,34,4084,"0"
3502.4,101,0,4084,"0"
116569,5715,3,4082,"0"
3014.5,301,10,4084,"0"
1070,19,28,3919,"1"
4704,259,37,4081,"0"
6549,79,1,4083,"0"
12362.2,398,0,4083,"0"
9676.2,382,20,4083,"0"
3105,145,0,4082,"0"
3422,177,3,4082,"0"
2887.2,153,51,9365,"0"
7583,433,14,9365,"0"
7968,332,59,9337,"0"
4178,223,0,9365,"0"
22680.6,311,14,9365,"0"
6219,350,8,9365,"0"
28617,1257,8,9365,"0"
78748.8,3376,2,9365,"0"
3615,209,15,9337,"0"
12055.4,551,2,9337,"0"
2190,30,22,4087,"1"
3708,227,22,4090,"0"
31018.6,1183,0,4090,"0"
2542,126,23,4090,"0"
2659.2,88,57,4088,"0"
8270.48,626,7,4091,"0"
4152,118,3,4091,"0"
7536.6,408,3,9365,"0"
28259,2049,9,4090,"0"
4195,233,7,4088,"0"
1755,100,2,9365,"0"
1998.4,130,6,4091,"0"
4555.2,428,50,4088,"0"
40249.2,2106,13,4087,"0"
11317.6,580,9,4048,"0"
45367.4,4842,0,4091,"0"
42744.8,1326,0,9337,"0"
10584.14,588,0,4089,"0"
1422.2,144,13,3878,"0"
2498,123,0,9365,"0"
