"Monetary_score","Total_quantity","recency_score","days_customer","churn"
4469.8,203,21,2246,"0"
3746,137,37,2260,"0"
14626,170,9,2256,"0"
7486,214,1,2275,"0"
3905,187,10,2256,"0"
7686,290,14,2263,"0"
3500,158,9,2262,"0"
5339,230,59,2261,"1"
12368,339,7,2260,"0"
7578,127,1,2241,"0"
9166.8,488,9,2236,"0"
6958.2,725,0,2248,"0"
12567.2,1332,2,2247,"0"
8971.2,129,10,2253,"0"
38662.8,1968,1,2250,"0"
3547.8,378,20,2257,"0"
132769,6282,8,2257,"0"
425,9,15,2270,"0"
5084,247,3,2242,"0"
18631,379,7,2242,"0"
3840.8,68,38,2242,"0"
3960,228,6,2253,"0"
63588,3366,6,2249,"0"
5076,85,2,2247,"0"
1452,59,8,2236,"0"
7259,404,9,2228,"0"
15488,249,6,2267,"0"
50384.22,2624,1,2242,"0"
1234.8,98,15,2240,"0"
14321.6,769,2,2239,"0"
12870,345,1,2241,"0"
17599.9,833,1,2239,"0"
20956.2,625,9,2239,"0"
501.4,36,16,2236,"1"
571.8,32,6,2236,"0"
4859.8,204,20,2233,"0"
1761,164,8,2232,"0"
4686,322,42,2226,"0"
4144,237,30,2254,"0"
10654,595,7,2250,"0"
2211.8,144,57,2256,"0"
3577.4,107,0,2250,"0"
5933,297,27,2256,"0"
17342.6,794,1,2249,"0"
42225,478,8,2232,"0"
7676,437,14,2232,"0"
4155,59,1,2243,"0"
8441.2,235,7,2257,"0"
7398,278,9,2253,"0"
19998.01,398,9,2250,"0"
9856,418,9,2241,"0"
4318,252,31,2214,"0"
38796,949,1,2213,"0"
18118.72,406,3,2260,"0"
4583,135,21,2257,"0"
21292.6,232,7,2235,"0"
13884,733,9,2235,"0"
39559,443,7,2227,"0"
6510,83,42,2226,"0"
7307,90,27,2221,"0"
18597.73,331,8,2242,"0"
5975,124,0,2229,"0"
11449.9,164,7,2261,"0"
13689,343,7,2256,"0"
34816.2,1128,13,2267,"0"
16007.6,475,2,2263,"0"
9331.2,410,8,2248,"0"
15490,168,34,2247,"0"
7351.6,223,2,2246,"0"
3924,45,50,2241,"0"
4757,55,22,2240,"0"
6250.4,202,8,2229,"0"
27822.9,1228,3,2257,"0"
6386.8,185,8,2248,"0"
52600,697,1,2232,"0"
20809.99,3563,13,2229,"0"
5025,66,30,2222,"0"
7672,428,3,2248,"0"
2412,71,14,2246,"0"
12933.6,642,0,2229,"0"
6114,176,2,2225,"0"
1344,19,27,2213,"0"
22356,1021,3,2211,"0"
2056,125,7,2211,"0"
48526,1385,1,2255,"0"
7551.6,239,3,2255,"0"
1981.6,55,6,2254,"0"
2807,161,40,2254,"0"
19400,200,14,2234,"0"
45872.2,582,6,2253,"0"
5505,82,35,2253,"0"
5949.6,336,7,2262,"0"
10928,316,6,2255,"0"
10493.6,315,0,2253,"0"
23690.6,805,3,2242,"0"
14079.86,352,9,2241,"0"
10064.6,314,8,2233,"0"
5977.2,184,59,2239,"0"
7802.4,307,2,2235,"1"
14700.7,263,14,2225,"0"
111601.8,6719,1,2219,"0"
32231,786,2,2241,"0"
6827,155,30,2240,"0"
1820.8,64,37,2256,"1"
1849,106,14,2240,"0"
1525,19,41,2227,"0"
9571.2,474,29,2222,"0"
48200,649,1,2227,"0"
11108,555,9,2225,"0"
8320,104,42,2219,"1"
18437.6,997,0,2218,"0"
67192.2,1820,2,2214,"0"
51956.6,2619,1,2206,"0"
10218.8,537,2,2205,"0"
47690,660,2,2236,"0"
9060,497,8,2235,"0"
16020,185,30,2235,"0"
7146,87,0,2234,"0"
14411,663,1,2234,"0"
18451.6,348,28,2234,"0"
7430,89,52,2207,"0"
1432.4,70,1,2207,"0"
3000,125,43,2206,"0"
2121.2,127,7,2206,"0"
4235,242,27,2250,"0"
32768.07,1187,3,2248,"0"
21200,240,16,2243,"0"
19906.4,309,15,2242,"0"
2080,40,52,2255,"0"
7458,223,1,2253,"0"
3626.6,187,14,2253,"0"
2915,41,28,2253,"0"
29063.6,962,2,2249,"0"
1318.4,56,0,2211,"0"
8154.4,351,0,2211,"0"
35737.06,1115,0,2213,"0"
8896.2,228,16,2234,"0"
2601.6,46,57,2228,"0"
3344,141,3,2246,"0"
4886,166,14,2246,"1"
6273.6,232,6,2246,"0"
4392,192,27,2243,"0"
9080,420,14,2240,"1"
4826.8,153,27,2239,"0"
858198,49487,1,2234,"0"
22106,1175,10,2240,"0"
40155,606,1,2236,"0"
7596,419,15,2234,"0"
1214,70,30,2234,"0"
5165,262,27,2229,"0"
4194.8,165,34,2229,"0"
31339.6,953,7,2228,"0"
44593.27,1320,1,2226,"0"
6078.8,234,9,2220,"0"
10490,510,13,2222,"0"
13403,651,15,2222,"0"
13766,665,8,2222,"0"
14559,287,7,2218,"0"
5474,146,6,2212,"0"
4504,186,15,2212,"0"
4516.4,216,45,2219,"0"
2866,131,2,2206,"0"
14480,686,2,2205,"0"
1640,92,8,2200,"0"
1319,77,9,2246,"0"
489488.4,21295,1,2240,"0"
25281.8,1941,9,2240,"0"
112651,1301,1,2239,"0"
1063.6,26,59,2239,"0"
15391.4,512,2,2239,"0"
2950,57,31,2219,"0"
5685,111,21,2213,"0"
11700,480,0,2199,"0"
20031.6,320,13,2180,"0"
29128.4,330,8,2177,"0"
2555,47,9,2117,"0"
25882.4,1028,21,2235,"0"
11904.4,339,0,2228,"0"
18912.4,695,0,2227,"0"
3770,150,38,2207,"0"
9411,298,28,2207,"0"
10663,271,8,2207,"0"
11857.2,458,10,2204,"0"
306768.37,10193,2,2200,"0"
41818.55,1419,0,2193,"0"
3344,83,30,2207,"0"
3562,203,20,2228,"0"
2186,119,44,2227,"0"
41173.95,2024,3,2207,"0"
19795.8,1375,7,2207,"0"
8570,117,9,2207,"0"
4224.6,240,23,2206,"0"
5580,74,28,2205,"0"
3830.4,157,24,2201,"0"
8719.58,208,10,2218,"0"
17355,194,35,2205,"0"
26757.29,685,3,2198,"0"
59978.75,2066,3,2158,"0"
9757.4,145,9,2183,"0"
12849.6,698,29,2171,"0"
16253,441,13,2152,"0"
9748,850,2,2150,"0"
12905,311,52,2219,"0"
41325,530,1,2219,"0"
33396,389,1,2219,"0"
8764.4,252,14,2225,"0"
8361.8,495,27,2221,"0"
6667.2,712,7,2221,"0"
65255,1074,2,2212,"0"
47829.96,4877,1,2206,"0"
50341.29,2645,2,2201,"0"
5313.6,144,3,2213,"0"
1784.2,71,55,2234,"0"
15581,867,2,2233,"0"
10457,189,30,2229,"0"
24603.8,789,9,2228,"0"
61652.4,2693,8,2227,"0"
4750,256,56,2226,"0"
17015.2,482,6,2234,"0"
6028,172,44,2232,"0"
12925.4,508,2,2221,"0"
3455,119,55,2220,"0"
21721.94,457,6,2219,"0"
6830,97,50,2200,"0"
7649.2,166,8,2198,"0"
5535,195,30,2197,"0"
5747.2,177,2,2192,"0"
4749.2,221,35,2192,"0"
1313.2,42,34,2192,"0"
2205,21,51,2233,"0"
3095.62,259,56,2199,"0"
94764,6571,0,2199,"0"
12482.8,504,27,2198,"0"
13465.8,1918,35,2201,"0"
10350.6,146,24,2220,"0"
12031.8,168,0,2220,"0"
15104.4,519,23,2214,"0"
6148,232,24,2220,"0"
11580,135,41,2219,"0"
3409.3,183,57,2219,"1"
2960,111,23,2218,"0"
163579.8,15341,3,2220,"0"
23663.2,949,1,2219,"0"
7900.6,894,0,2219,"0"
8900,436,16,2212,"0"
12609.4,605,22,2211,"0"
8177.8,129,16,2197,"0"
77823,1165,0,2219,"0"
1155,66,2,2219,"0"
11271.27,320,1,2215,"0"
350,20,21,2215,"1"
6035,91,22,2207,"0"
6765,222,9,2204,"0"
41456.75,1134,0,2194,"0"
27839.4,378,10,2179,"0"
14169,420,13,2227,"0"
17200.4,544,3,2226,"0"
26482,1034,8,2226,"0"
6702.2,150,1,2220,"0"
6232.49,125,9,2220,"0"
1623.2,50,49,2220,"0"
4012.97,92,56,2220,"0"
8496.4,269,3,2211,"0"
20877.2,980,35,2193,"0"
22020.8,1278,48,2187,"0"
4679.6,212,15,2197,"1"
18583.2,661,29,2212,"1"
127047,4433,2,2212,"0"
6476.6,296,9,2212,"0"
43358,1843,0,2212,"0"
5218,211,1,2207,"0"
8158.2,391,1,2207,"0"
3933.4,379,20,2215,"0"
2782,159,2,2215,"0"
5924.4,338,35,2214,"0"
3331.2,137,22,2191,"0"
34952,1423,3,2171,"0"
14061,514,28,2179,"0"
39280,1151,0,2207,"0"
3585,166,23,2207,"0"
15144,794,22,2204,"0"
18095.2,645,8,2199,"0"
13456.4,360,15,2225,"0"
13952,609,29,2221,"0"
8630,115,14,2219,"0"
5545,71,52,2219,"0"
54040,646,0,2219,"0"
20614.8,827,9,2215,"0"
14617,693,13,2214,"0"
15726.4,570,9,2213,"0"
73249.6,1976,2,2185,"0"
11901.7,763,13,2184,"0"
9909.6,586,6,2184,"0"
7688.8,406,57,2184,"1"
16752,266,34,2193,"0"
9095.68,418,6,2213,"0"
9330.2,604,14,2211,"0"
18298.6,824,3,2206,"0"
61287.6,3114,6,2206,"0"
13287.8,700,7,2204,"0"
2040,104,48,2200,"0"
1022,44,44,2199,"1"
3134.8,118,6,2199,"0"
10731.2,292,2,2204,"0"
83423.2,2652,20,2214,"0"
30382,375,1,2206,"0"
1965410,64867,7,2205,"0"
30876.7,603,10,2205,"0"
37899.6,1784,14,2201,"0"
2007,101,35,2199,"0"
3232,89,51,2187,"0"
18678.6,862,23,2197,"0"
9008,327,6,2219,"0"
15914,457,6,2219,"0"
1396,80,20,2200,"0"
42005,455,7,2213,"0"
11982,426,30,2205,"0"
13923.2,233,28,2198,"0"
52608.15,1266,1,2212,"0"
11374.05,252,0,2200,"0"
9143,209,28,2199,"0"
6345.6,385,24,2179,"0"
5557.2,406,42,2201,"0"
1859.8,75,59,2198,"1"
29822.9,529,8,2200,"0"
14325,875,7,2199,"0"
3910,160,38,2178,"0"
38705,451,8,2175,"0"
8232.6,294,2,2193,"0"
2372,87,15,2193,"0"
2658.8,115,31,2198,"0"
19072.8,815,13,2194,"0"
88100,3486,1,2194,"0"
852,36,0,2192,"1"
79522.8,1816,1,2180,"0"
1545,49,1,2179,"0"
22991,1319,0,2184,"0"
7797.6,332,7,2184,"0"
26634,737,13,2211,"0"
4247,185,38,2207,"0"
4650.6,176,28,2170,"0"
31391,688,13,2194,"0"
5676,145,29,2211,"0"
21956.4,793,8,2206,"0"
18423,248,3,2204,"0"
2019445.2,111500,3,2192,"0"
12718,179,10,2192,"0"
2845,119,22,2180,"0"
3297,328,36,2179,"0"
7355.6,320,7,2178,"0"
23907,2140,2,2173,"0"
14601.2,570,14,2191,"0"
4185,239,45,2191,"1"
1792,50,29,2193,"0"
10450.8,421,24,2191,"0"
24418.89,568,6,2191,"0"
25214.98,562,43,2187,"0"
16300,190,0,2198,"0"
47190.4,2302,1,2164,"0"
50011,1968,6,2162,"0"
5529,199,41,2162,"0"
3018,85,16,2198,"0"
32340,363,2,2176,"0"
2940,28,16,2186,"1"
12030,205,44,2176,"0"
5407.6,242,34,2163,"0"
6625,82,45,2185,"0"
44407,4144,2,2183,"0"
7867.2,203,8,2180,"0"
7254,313,16,2201,"0"
6453,324,28,2201,"0"
3932,194,23,2200,"0"
8737,299,24,2199,"0"
26974.62,1860,1,2197,"0"
7906.2,326,30,2194,"0"
3580.8,169,27,2194,"0"
125310.6,4511,6,2193,"0"
4650,184,3,2193,"0"
1643,78,1,2165,"1"
6264,326,1,2164,"0"
19932,685,22,2163,"0"
38860,1341,15,2163,"0"
3620,246,1,2159,"0"
5413.4,250,20,2187,"0"
15458.2,1614,42,2184,"0"
9954,116,6,2184,"0"
10948.64,407,13,2184,"0"
5810,72,10,2184,"0"
180,10,30,2170,"1"
2274.8,71,57,2191,"1"
21504.4,885,0,2191,"1"
11005.4,165,21,2191,"0"
8250,111,15,2184,"0"
10035,136,8,2183,"0"
5238.4,116,16,2166,"0"
18253.4,879,8,2162,"0"
6714,88,9,2162,"0"
2538.6,66,15,2159,"1"
17214.41,333,9,2194,"0"
8238.4,293,0,2192,"0"
13851,604,45,2192,"0"
804,41,50,2192,"0"
24166,1038,1,2191,"0"
4055,54,9,2159,"0"
63608,1729,10,2198,"0"
3550,210,55,2198,"0"
3866.4,122,3,2193,"0"
23219.21,713,6,2191,"0"
2436,71,56,2184,"0"
1807.2,68,57,2173,"0"
12363.4,527,10,2157,"0"
4609,264,43,2180,"0"
7442,410,8,2177,"0"
7989.6,264,35,2183,"0"
5204.6,450,14,2179,"0"
15120.6,1534,3,2156,"0"
252865,10524,0,2176,"0"
1590,86,23,2178,"0"
5176.2,285,20,2178,"0"
8010.2,212,15,2176,"0"
3874,148,8,2152,"0"
5591,320,30,7896,"0"
9495,399,8,7895,"0"
4773.2,127,44,3215,"0"
1595,45,6,7885,"0"
8273.2,350,6,3216,"0"
13344,563,0,3215,"0"
6508,395,16,3216,"0"
26625.5,1198,3,3209,"0"
13182,705,8,7808,"0"
2267,221,48,3216,"0"
66635,661,8,7871,"0"
9009,322,35,3216,"1"
7942.8,595,41,3213,"1"
7506.41,188,23,7855,"0"
19163,918,24,7855,"0"
3875,223,36,3216,"0"
7844,352,7,7855,"0"
12480.6,515,14,3214,"0"
31819,1664,9,3215,"0"
20302.6,1116,9,7799,"0"
1920,110,3,7776,"0"
7140,80,28,7770,"0"
978,26,16,3212,"0"
10856,334,34,7686,"0"
40451.6,1141,2,3215,"0"
29133.8,2380,6,7834,"0"
22255.5,824,7,7776,"0"
49703.6,1142,1,7801,"0"
12722,218,21,3213,"0"
10731,613,2,3212,"0"
2943,104,55,7757,"0"
6817.55,179,13,7749,"0"
24037.25,900,2,7749,"0"
18412.4,1264,10,7800,"0"
15684,1473,7,7806,"0"
6099.8,268,29,7806,"0"
11091,490,8,7806,"0"
5403.6,295,8,7792,"0"
1400,40,48,3213,"0"
14206.4,1027,8,3213,"0"
26195.2,1462,28,7735,"0"
3088,49,55,7729,"0"
9284.69,212,1,7794,"0"
400396.9,25807,0,7787,"0"
1410,32,22,7771,"0"
1580,90,15,3220,"0"
29415.65,1241,9,3221,"0"
689709,27746,2,3220,"0"
17443,752,29,3221,"0"
11697.4,661,8,3221,"0"
20181.76,1090,8,3220,"0"
1020,24,20,3219,"1"
12735.75,706,7,7756,"0"
6778.8,538,13,3222,"0"
6059.2,198,1,3222,"0"
3620,155,30,7745,"0"
41523.5,752,1,3222,"0"
32537,1217,3,7741,"0"
10366,802,2,3219,"0"
1575,39,0,3212,"0"
11552.4,324,8,7706,"0"
6072,347,14,3221,"0"
669.6,68,44,7716,"0"
5342.4,177,21,7715,"0"
4758.15,117,8,7731,"0"
2190,124,1,3208,"0"
19901.08,356,10,3222,"0"
3032.6,179,30,3219,"0"
9647.6,493,57,3207,"0"
9869.4,501,9,7721,"0"
2321.6,117,8,7720,"0"
17774,786,7,7717,"0"
5348.8,236,57,7729,"0"
42563.4,1790,1,3222,"0"
11401.2,465,0,7727,"0"
2918,157,8,7721,"0"
5311,125,0,7701,"0"
6277,368,7,3220,"0"
3303,189,50,3219,"0"
5391.4,569,34,7721,"0"
1924.4,59,31,3220,"0"
24313,761,2,7714,"0"
2225,90,48,7710,"0"
33474.4,1333,0,3220,"0"
2760,102,36,7686,"0"
11568.4,454,52,3221,"0"
3995,249,24,7646,"0"
2243,128,30,7706,"0"
6754,285,27,7703,"0"
9472,491,48,7709,"0"
1627.8,30,27,7706,"0"
4545,120,8,7689,"0"
3573,50,8,7674,"0"
5405,171,20,7696,"0"
14009.8,589,1,7693,"0"
31417.4,929,0,7673,"0"
6113,219,0,7661,"0"
8195.86,306,6,7681,"0"
6002.24,730,27,7672,"0"
10538.8,414,1,3228,"0"
16172.4,649,27,7688,"0"
4752.2,254,9,3227,"0"
5748.55,116,13,3226,"0"
5498.2,195,1,7695,"0"
2588,112,2,7695,"0"
9477.2,473,20,7673,"0"
4612,121,58,3228,"0"
152167.8,5133,0,3228,"0"
1420,24,58,7667,"0"
20063.31,460,6,7688,"0"
101011,5717,8,7674,"0"
38197,1088,0,7674,"0"
2957.6,163,49,7674,"0"
1091,63,31,7661,"0"
3220,58,0,7661,"0"
7562.4,386,3,3229,"0"
22296.9,1077,15,3228,"0"
14317,158,8,7678,"0"
8982,347,16,3227,"0"
11149.6,575,14,3226,"0"
4717.33,82,57,3230,"0"
22926,1331,19,7645,"0"
66671,4009,2,3228,"0"
6393.8,329,7,7673,"0"
500,4,37,3229,"1"
9649.73,208,8,3227,"0"
11724.2,670,0,3230,"0"
5200,500,1,7604,"0"
435,10,16,7630,"0"
11047.6,407,8,7673,"0"
8115,120,13,7673,"0"
5386,189,6,7673,"0"
4122,146,13,7638,"0"
41101.25,1031,7,7638,"0"
1260.4,67,27,3228,"0"
1300.4,137,43,3228,"0"
5575,100,51,3226,"0"
8700,124,20,7668,"0"
54061,2200,2,3230,"0"
10096,420,1,3227,"0"
1303,50,0,3227,"0"
195713.2,8324,6,3213,"0"
700,71,35,3209,"0"
128307.66,3855,27,3209,"0"
2803,65,41,3208,"0"
11841,344,3,7657,"0"
2784.8,100,22,7653,"0"
33161.2,930,8,7623,"0"
15585,462,24,3229,"0"
5530.4,250,0,3228,"0"
7023.8,258,0,3227,"0"
54987.94,2477,55,7650,"1"
4131,239,13,3209,"0"
5976,217,23,7657,"0"
15307,231,1,7639,"0"
18745,227,0,7653,"0"
6710,88,43,7602,"0"
3771.6,161,23,7631,"0"
49011,1969,1,7630,"0"
17609.6,545,7,7640,"0"
6712,311,8,7586,"0"
4574.4,161,42,7595,"0"
3615,45,8,7615,"0"
24688.8,2352,57,7580,"0"
9978.4,450,36,3237,"0"
4916.4,280,34,7569,"0"
5434.2,310,28,7596,"0"
8913,699,23,3235,"0"
6560.6,736,9,3234,"0"
91296,5124,43,7240,"0"
6347.8,568,27,3235,"0"
2192,108,41,3234,"0"
12856.4,583,49,3234,"0"
4250,175,27,7583,"0"
8341.6,537,9,7598,"0"
3981,352,14,3233,"0"
3707,210,37,3237,"0"
3730,213,15,3236,"0"
43432.8,1820,3,3235,"0"
8106,190,36,3237,"0"
1315,75,15,3235,"0"
5030,64,35,3235,"0"
1240,70,50,7617,"0"
12375.4,222,15,7567,"0"
29423.6,830,0,7577,"0"
5332,255,36,3237,"0"
67574.55,3166,1,7556,"0"
3494,173,29,3236,"0"
18416.45,752,24,7594,"0"
6079,349,1,3233,"0"
4786.8,184,3,3233,"0"
61027,678,0,7581,"0"
2720,33,7,7541,"0"
3480,160,56,7580,"0"
12494.6,355,8,7594,"0"
34370,414,2,7591,"0"
61411.86,4637,2,7573,"0"
11670.6,347,14,7570,"0"
5856,279,51,7588,"0"
163082.52,11115,0,7559,"0"
1286,20,57,7553,"0"
506,37,15,7562,"0"
6622,144,59,7581,"0"
10509,544,16,3240,"0"
21273.4,893,14,3233,"0"
61307.15,4599,0,3233,"0"
13402,391,7,7553,"0"
3348.4,131,22,7553,"0"
44713,1140,3,7549,"0"
7877.8,316,0,7549,"0"
6094,304,15,3243,"0"
22476.4,1011,19,7552,"0"
19562,812,10,7552,"0"
3747.4,149,35,7548,"0"
8544.4,106,20,3228,"0"
7223.6,373,2,3242,"0"
4560.6,165,0,3241,"0"
5315,302,1,3241,"0"
2520,79,57,3233,"1"
8971.6,584,2,7535,"0"
3229.2,165,57,7527,"0"
720,41,31,7533,"0"
17445.97,521,0,7530,"0"
16095.2,472,22,7534,"0"
5647,322,15,7559,"0"
2130,38,13,3244,"0"
13993,333,12,3244,"0"
4496,228,15,7540,"0"
1287.8,76,22,7538,"0"
4215,49,3,7232,"0"
4640,70,22,7559,"0"
1172.8,59,0,3242,"0"
14428.6,559,9,7541,"0"
4968,255,22,3242,"0"
14600,470,8,3243,"0"
659226.8,31009,2,7506,"0"
51735,1867,48,3235,"0"
20470,245,14,7520,"0"
1166.8,125,23,7533,"0"
11395,149,13,7539,"0"
4071,172,1,3241,"0"
3483.4,196,43,3242,"0"
36631,1304,49,7532,"0"
1554,58,7,3243,"0"
555.2,56,49,3242,"1"
3760,215,48,3241,"0"
25026,895,6,3241,"0"
15040,862,1,7521,"0"
1914,55,50,3243,"0"
6497,374,10,3240,"0"
2721,38,42,7511,"0"
14634,787,0,7498,"0"
6126,288,49,7493,"0"
3160,125,2,7549,"0"
7320,105,35,3243,"0"
50715,621,1,7542,"0"
9512.6,966,14,3243,"0"
232670,9501,1,7492,"0"
17325,1278,3,3240,"0"
8259.6,472,9,3208,"0"
3294,374,9,7449,"0"
21954,641,7,3242,"0"
8360.6,301,2,7496,"0"
11425.4,589,20,7511,"0"
4067.56,227,58,7491,"0"
62538,963,6,7476,"0"
10830,119,8,7525,"0"
6457,173,14,7484,"0"
23470,285,3,7461,"0"
6155,73,45,7503,"0"
32167.38,5554,0,7490,"0"
7090,405,44,3250,"0"
6081.8,117,0,3248,"0"
3823,221,2,3251,"0"
990,18,23,7507,"0"
7944,226,10,3247,"0"
20939.25,613,3,7478,"0"
3253,187,78,3247,"0"
1405,61,57,7464,"0"
4815,64,30,3251,"0"
1634,84,41,3250,"0"
9458.2,369,15,3248,"0"
938,87,58,3247,"1"
12550,538,31,3250,"0"
99527.4,1717,2,3249,"0"
1102.4,106,43,3248,"0"
1712,44,56,3248,"0"
42622.28,12668,3,7437,"0"
8685,135,43,7469,"0"
10362.4,565,15,3251,"0"
16519.41,375,6,7490,"0"
13736,668,3,3250,"0"
220,6,388,3251,"1"
13255.2,666,8,3251,"0"
3684,210,34,3251,"0"
5290,97,13,3248,"0"
15684.8,524,14,7437,"0"
635,9,55,3240,"0"
37330,426,15,3247,"0"
4575,258,2,3249,"0"
9965,103,30,3248,"0"
6175,82,27,7408,"0"
25375,344,6,3250,"0"
15202,596,9,3250,"0"
2130,26,30,7444,"0"
103305.96,4136,3,3251,"0"
4660,237,55,7434,"0"
2673.8,49,6,3250,"0"
8947.6,500,27,7441,"0"
27668.7,716,8,3251,"0"
7652,227,0,3206,"0"
14630.2,374,6,7422,"0"
7638,380,28,3241,"0"
12784.8,527,2,7427,"0"
17995,207,37,7454,"0"
15260,162,9,7454,"0"
931,53,27,7426,"0"
35078,1354,0,7412,"0"
31906.4,478,7,7441,"0"
8359.4,312,16,7406,"0"
13115,243,29,7422,"0"
6780,217,42,7421,"0"
5349,70,41,7437,"0"
7659,228,1,7436,"0"
1376.6,59,45,3227,"0"
1454,51,14,3209,"0"
6484,185,31,7405,"0"
10682.4,325,41,7436,"0"
9938,330,21,7427,"0"
1626,93,50,7399,"0"
10842,558,28,7399,"0"
61773,2601,16,7393,"0"
7406,304,15,7386,"0"
22865,605,0,7366,"0"
1819,164,8,7408,"0"
4015,45,57,7405,"0"
1122,120,51,7405,"0"
42743.2,2432,0,7401,"0"
126175,3710,1,7413,"0"
15878,714,16,3256,"0"
5271,312,1,7412,"0"
3108,160,56,7414,"0"
29633.8,1110,2,7395,"0"
2250,127,27,7409,"0"
5488,247,7,7406,"0"
7662,219,1,7393,"0"
5592,321,43,7392,"0"
24710,967,10,7391,"0"
11169.8,570,9,7387,"0"
6266,327,29,7400,"0"
13542.65,184,34,3255,"0"
2087,226,49,7352,"0"
3096,176,14,7391,"0"
2348,135,21,7398,"0"
3590,50,58,3256,"0"
945.6,43,50,7406,"0"
20790,921,21,7401,"0"
8035.3,987,1,7395,"0"
38628.2,2207,28,3258,"0"
27895.7,1554,10,7377,"0"
26653,1051,23,3255,"0"
21504.8,712,36,7365,"0"
11776.4,258,16,3256,"0"
45818.6,844,1,2159,"0"
12653,579,6,2190,"0"
1332,73,2,2184,"0"
3776,235,6,2158,"0"
6769,383,8,2170,"0"
4012,131,1,2176,"0"
25251.46,572,3,2172,"0"
11105.6,311,20,2171,"0"
16670.4,291,3,2163,"0"
4667,77,34,2157,"0"
1185,67,58,2157,"0"
999.8,60,55,2142,"0"
271853.13,8205,1,2178,"0"
41215.84,829,1,2191,"0"
56926.4,2510,3,2187,"0"
12270,183,0,2183,"0"
22214.97,500,1,2180,"0"
161324,5388,10,2179,"0"
4114.2,211,3,2171,"0"
75866,2181,6,2155,"0"
8020,238,0,2155,"0"
25034.8,793,20,2149,"0"
9845.2,287,2,2144,"0"
11528,343,24,2141,"0"
20254,552,31,2138,"0"
10593.4,507,23,2157,"0"
3913,231,30,2178,"0"
2542,139,8,2176,"0"
2105,121,14,2172,"0"
44496.8,3452,1,2176,"0"
8597.6,147,22,2176,"0"
3736,374,8,2172,"0"
37917.7,2234,2,2171,"0"
28982,1386,0,2173,"0"
44654.6,2105,6,2171,"0"
7077,363,13,2171,"0"
163402,8088,6,2166,"0"
9545,130,14,2177,"0"
24220,294,2,2171,"0"
19281.4,548,0,2184,"0"
74270,2137,1,2177,"0"
43557.6,1778,6,2176,"0"
10162.8,292,10,2173,"0"
2826,125,10,2172,"0"
20707.2,676,0,2157,"0"
3975,56,29,2155,"0"
39015,477,0,2152,"0"
2168,62,58,2184,"0"
10895,124,8,2184,"0"
26582.8,776,3,2183,"0"
5900,85,8,2183,"0"
8085,128,15,2179,"0"
32439.6,1211,1,2165,"0"
46346.72,954,9,2177,"0"
33371.2,2126,6,2177,"0"
41051.15,851,8,2177,"0"
33486.6,693,0,2173,"0"
6497.6,238,44,2170,"0"
6901.6,383,13,2152,"0"
4640,198,31,2138,"0"
31202.4,1272,24,2165,"1"
8400,402,42,2164,"1"
11980,724,14,2164,"0"
4866.8,272,41,2162,"0"
10880.2,335,42,2162,"0"
5283.4,145,7,2157,"0"
9364,103,52,2136,"0"
2640,51,38,2148,"0"
11110,138,34,2173,"0"
15258.4,720,10,2171,"0"
2704,90,14,2171,"0"
12765,140,1,2170,"0"
2992.8,143,0,2166,"0"
44351,994,1,2149,"0"
2771.06,91,2,2156,"0"
5890.8,314,27,2156,"0"
3467.6,64,8,2149,"0"
11054,272,19,2143,"0"
15524.6,423,28,2140,"0"
1997.4,68,16,2138,"0"
112041,3876,2,2158,"0"
15349.2,316,2,2171,"0"
21084,602,1,2166,"0"
32625.75,793,3,2166,"0"
14485,186,16,2164,"0"
39750,522,27,2164,"0"
9375.8,325,0,2162,"0"
2859.2,145,22,2162,"0"
9808,275,35,2158,"0"
4560.6,220,48,2158,"0"
15678,598,34,2152,"0"
2417.4,75,43,2152,"0"
5472,209,24,2151,"0"
9800,127,0,2151,"0"
28167,1531,0,2150,"0"
7054,332,9,2150,"0"
2440,139,57,2142,"0"
3445,52,8,2142,"0"
2668,129,49,2150,"0"
3999,50,43,2150,"0"
80269.55,3366,3,2155,"0"
4938.4,264,49,2152,"0"
13915.6,753,9,2148,"0"
27325.2,1126,1,2142,"0"
3200,44,42,2141,"0"
12268,200,6,2135,"0"
17460.8,780,8,2135,"0"
5640,77,15,2166,"1"
9158,253,22,2164,"0"
2574,146,38,2163,"0"
50271.8,2076,6,2143,"0"
7897.4,411,15,2142,"0"
13381.6,601,0,2143,"0"
19472,687,34,2142,"0"
4536,77,34,2142,"0"
35815,447,2,2163,"0"
3051,75,56,2159,"0"
23760.8,1228,10,2159,"0"
3368,39,13,2156,"0"
1346,70,7,2156,"0"
5096,223,37,2157,"0"
13040,1304,2,2157,"0"
5920,342,24,2156,"0"
4679.6,177,37,2156,"0"
35139.5,520,1,2166,"0"
14998.31,395,0,2166,"0"
65090.29,3069,8,2165,"0"
7178.93,149,3,2164,"0"
5466.8,269,10,2163,"0"
38853,1274,9,2160,"0"
3185,37,9,2157,"0"
5615,105,8,2127,"0"
21888.2,694,7,2171,"0"
55030.8,2087,2,2170,"0"
33896.2,1611,13,2164,"0"
8026.4,344,9,2158,"0"
5122.6,162,28,2157,"0"
7194,206,0,2157,"0"
28331.5,1081,0,2156,"0"
13259,228,30,2127,"0"
81110.92,4859,0,2135,"0"
4608.6,288,36,2152,"0"
25599.8,1448,0,2149,"0"
31055,424,0,2148,"0"
